burnham park|-74.4966539 40.798698
the vogue|-73.9862643 40.7512568
gorham building|-73.9841871 40.7497481
new gotham|-73.9962794 40.7605965
fdny rescue|-73.9965932 40.7607101
riverbank west|-73.997638 40.7609279
american red cross greater new york chaper|-73.9937046 40.7644165
saints kyril  metodi cathedral|-73.9941611 40.7654426
manhattan jeep chrysler dodge ram|-73.9950894 40.7647108
skyline hotel|-73.9925554 40.7645947
hudsonview terrace|-73.9920295 40.7652073
st deli  coffee house|-73.994881 40.765046
the|-73.9937485 40.7632602
the actors studio|-73.9933007 40.760202
the strand|-73.9955612 40.7601464
al hirschfeld theatre|-73.9892055 40.7592587
comfort inn|-73.9906767 40.759557
film center|-73.9911543 40.7599154
econo lodge|-73.9881004 40.7604706
hartley house|-73.9912663 40.7613608
city rooms|-73.9879051 40.7603782
saint clements church|-73.9915658 40.7615708
congregation ezrath israel|-73.9890378 40.7613052
the salvation army|-73.9882282 40.7609315
local  american federation of musicians|-73.9881815 40.7612799
columbus library|-73.99121 40.7649318
stella tower|-73.9901226 40.7643671
church of the sacred heart of jesus|-73.9903099 40.7652254
sacred heart of jesus school|-73.990171 40.7654876
avalon clinton north tower|-73.991524 40.7666319
janovic|-73.9905217 40.7659612
radio city post office|-73.9864556 40.763829
nyu langone ambulatory care west side|-73.9868683 40.7644871
luckys famous burger|-73.9876823 40.7644563
lumiere|-73.9869114 40.7648708
public school|-73.985913 40.7641633
st benedict the moors church|-73.9863593 40.7646528
washington jefferson hotel|-73.9867842 40.7631642
longacre house|-73.9862398 40.762716
one worldwide plaza|-73.9869508 40.7622349
belvedere hotel|-73.9880121 40.7616973
new world stages|-73.9875888 40.7627532
the empire hotel|-73.9826686 40.771355
the harmony|-73.9828268 40.7711128
the century|-73.9808302 40.770419
central park west|-73.9810838 40.7697057
student activities building|-73.982566 40.7695545
edward guiliano global center|-73.982538 40.7696988
the beaumont|-73.9832025 40.769964
new technology building|-73.9829251 40.7697774
bosch building|-73.9829516 40.7694928
the regent|-73.9837981 40.7699112
henry hudson regional high school|-73.985204 40.3923943
delmonico plaza|-73.9706485 40.7635164
four seasons hotel|-73.9712854 40.762307
franklin national bank building|-73.9712886 40.7614517
fuller building|-73.971829 40.7623455
lvmh tower|-73.9725734 40.762679
sherry netherlands|-73.9725302 40.7643103
the harmonie club|-73.9720017 40.7644253
trump tower|-73.9738897 40.7623177
harold pratt house and peterson hall|-73.9707419 40.7622421
trump park avenue|-73.9700931 40.7632544
fifth avenue|-73.9731688 40.7632422
madison avenue|-73.9723491 40.7617696
tiffany  company|-73.9737793 40.7625937
madison avenue|-73.9716609 40.7640425
e th|-73.9712184 40.7631191
madison avenue|-73.9724195 40.7629403
madison avenue|-73.9730575 40.7621236
colony club|-73.9687042 40.7651341
fifth avenue synagogue|-73.9707978 40.766043
grolier club|-73.9698557 40.7639943
park avenue|-73.9699942 40.7640616
metropolitan club|-73.9719454 40.7648827
christ church|-73.9696334 40.7638855
assisium school|-73.9694856 40.7658037
the pierre|-73.9716642 40.7650794
naumburg bandshell|-73.971029 40.772685
the arsenal|-73.971504 40.7671887
the arsenal|-73.9713048 40.767632
zoo tickets|-73.971762 40.7670151
mineral springs|-73.974386 40.7730451
a treehouse for dreaming|-73.9698137 40.7699392
dairy visitor center and gift shop|-73.9737025 40.7691066
ballfields café|-73.9759043 40.7703138
chess and checkers house|-73.9746309 40.769117
the nicole|-73.9873819 40.7666475
the watson hotel|-73.9874586 40.7681562
the windermere|-73.9861959 40.7678024
trinity presbyterian church|-73.9868596 40.7681168
church for all nations|-73.9863298 40.7684898
addison hall|-73.9875351 40.7689619
south park apartments|-73.9871215 40.7687942
the dorthy ross friedman residence|-73.988137 40.7692532
david geffen hall|-73.9830179 40.7728182
david h koch theater|-73.9837676 40.7717921
leon lowenstein center|-73.9851423 40.7707619
the alfred|-73.9858722 40.7715385
lincoln plaza tower|-73.9831228 40.7707108
mcmahon hall|-73.9861535 40.7709764
metropolitan opera house|-73.9847282 40.7728498
the allegro|-73.9825862 40.7704864
the park loggia|-73.9827449 40.7702358
daniel  flor guggenheim memorial bandshell|-73.9857045 40.7725062
the sofia|-73.9832952 40.7705585
church of saint paul the apostle|-73.9851433 40.7698881
one columbus place|-73.9857032 40.7691444
professional childrens school|-73.986071 40.7703848
south park tower|-73.9858538 40.7701088
mount sinai west|-73.9868006 40.769665
two columbus avenue|-73.9849768 40.7695178
speyer legacy school|-73.9852809 40.7691799
north hall|-73.9866853 40.7704125
cybert tire corporation|-73.9936771 40.7666266
encore west|-73.9913957 40.7657053
pier|-73.9976221 40.7701054
manhattan community boathouse|-73.9954966 40.7711915
avalon clinton south tower|-73.9918922 40.7659684
pacha nyc|-73.997587 40.7636008
atelier|-73.9996216 40.7617867
intrepid museum|-73.9995345 40.7645155
ups mny|-73.998774 40.7623048
mcquaid|-73.9975155 40.7623201
the parker crescent|-73.9757696 40.74669
un mission malta|-73.9756781 40.7457391
theater house|-73.9762979 40.7452668
estonian house|-73.9761429 40.7451994
select garages|-73.9807386 40.747214
murray hill house|-73.9797091 40.7468594
carlton regency|-73.9783201 40.7477693
soldiers sailors marines coast guard and airmens club|-73.9782416 40.747938
the aurora|-73.9771491 40.7475788
church of our saviour|-73.9792229 40.7492375
permanent mission of the islamic republic of mauritania to the united nations|-73.978709 40.7490703
permanent mission of the republic of armenia|-73.9792754 40.7480896
permanent mission of el salvador to the united nations|-73.98057 40.7488098
permanent mission of guatemala to the united nations|-73.9794199 40.74912
morgan court|-73.9819244 40.748649
the monterey|-73.9809808 40.7483138
church of the incarnation|-73.9819631 40.748447
courtyard new york manhattan fifth avenue|-73.981079 40.7520944
east th street|-73.9834191 40.7490297
permanent mission of the republic of cyprus to the united nations|-73.9807017 40.7519663
vpc tower|-73.9798914 40.7537383
fifth avenue tower|-73.9818153 40.7516114
fifth avenue|-73.9802362 40.7537354
th avenue|-73.9807947 40.7529618
hyatt centric th  th new york|-73.9816892 40.7509258
fifth avenue|-73.9813613 40.752246
madison avenue|-73.9812509 40.7507428
fifth avenue|-73.9822724 40.7509847
mercantile building|-73.9812117 40.7515387
madison ave|-73.981889 40.7500101
momosan ramen  sake|-73.9774685 40.7499282
national distillers building|-73.9784075 40.7503226
permanent mission of the republic of benin to the united nations|-73.9780559 40.7491199
east th street|-73.9658855 40.7590843
place|-73.9668228 40.760266
the blair house|-73.9669045 40.7605754
the excelsior|-73.9645703 40.759539
plaza|-73.9630873 40.7570848
saint james tower|-73.9629666 40.7561233
or olam|-73.9658063 40.7576087
aka sutton place|-73.9645711 40.7578685
the bristol|-73.9653429 40.7579436
river tower|-73.9635866 40.755661
the revere|-73.9641081 40.7560154
connaught tower|-73.9665557 40.7570014
permanent mission of the republic of yemen to the united nations|-73.9649861 40.7543965
river court|-73.9636466 40.7550127
permanent mission of tunisia to the united nations|-73.9643485 40.7535568
residence of the luxembourg ambassador|-73.9642333 40.7536979
permanent mission of the kingdom of swaziland to the united nations|-73.965828 40.7535275
permanent mission of the republic of mozambique to the united nations|-73.9654454 40.7533762
permanent mission of luxembourg to the un|-73.9646713 40.7531268
beekman tower|-73.9660825 40.753334
permanent mission of the republic of san marino to the united nations|-73.9673056 40.7545403
permanent mission of the republic of latvia to the united nations|-73.9671375 40.7544928
permanent mission of the republic of niger to the united nations|-73.9653547 40.7537497
permanent mission of the lao peoples democratic republic to the united nations|-73.9671895 40.7553353
permanent mission of thailand to the united nations|-73.9655085 40.7554829
the halcyon|-73.9675656 40.7555787
the capri|-73.9669592 40.7585763
third avenue|-73.9674961 40.7589157
the hawthorne|-73.9685252 40.7575942
the mondrian|-73.9671618 40.7573198
the brevard|-73.9667874 40.7578033
hilton garden inn|-73.9694476 40.7566378
permanent mission of ukraine to the united nations|-73.9695126 40.755846
permanent mission of the republic of zambia to the united nations|-73.9683482 40.7566964
consulate general of peru|-73.9695756 40.7547233
permanent mission of the republic of sierra leone to the united nations|-73.9694705 40.7546612
permanent mission of the kingdom of tonga to the united nations|-73.9686307 40.7555162
the veneto|-73.9676092 40.7566929
the pod hotel|-73.9691025 40.7557178
sterling plaza|-73.9690315 40.7547095
consulate general of ukraine|-73.9698129 40.754417
the alexander|-73.9694243 40.7541938
libya house|-73.9685578 40.7535504
german house|-73.9670763 40.7531918
united nations plaza tower|-73.9677788 40.7531921
the sands|-73.9695404 40.7514269
permanent mission of the republic of korea to the united nations|-73.9689002 40.7512262
the delegate|-73.970352 40.7517874
the belmont|-73.9694933 40.7517769
octavia|-73.9712981 40.7533413
vanderbilt ymca|-73.9709965 40.7532228
permanent mission of the commonwealth of the bahamas to the united nations|-73.9710503 40.752913
th century garage|-73.9689033 40.7531488
japan society|-73.968246 40.7525572
permanent mission of the bolivarian republic of venezuela to the united nations|-73.9686962 40.7519466
hammarskjold plaza|-73.9699073 40.7524777
albano building|-73.9695737 40.7522993
lyceum kennedy international school|-73.9724046 40.7510359
united nations apartment hotel|-73.9705402 40.7513713
beaux arts|-73.9703528 40.7509688
beaux arts|-73.9704809 40.7505594
un mission malaysia|-73.9707986 40.7503355
the manor|-73.9699781 40.7499842
united nations south annex building|-73.9681834 40.7484295
nd avenue|-73.971101 40.7507955
permanent mission of the state of kuwait to the united nations|-73.9700321 40.7508239
permanent mission of india to the united nations|-73.971995 40.7509836
nigeria house|-73.9708333 40.7512011
international plaza|-73.9712595 40.7505942
tuder substation|-73.9686893 40.7485675
dag hammarskjöld library|-73.9690782 40.7487881
the episcopal church center|-73.9718404 40.7508443
unicef house|-73.9697835 40.7502461
summit|-73.9727563 40.7512739
the hermitage|-73.9706878 40.7498339
tudor tower|-73.970499 40.7486324
prospect tower|-73.9699754 40.7493514
windsor tower|-73.9708695 40.7479791
ford foundation|-73.9711811 40.7498477
vent building queens midtown tunnel|-73.9691792 40.7480117
church of the covenant|-73.9717963 40.7493153
hatfield house|-73.9723168 40.7488119
hardwicke hall|-73.9721371 40.748713
hadden hall|-73.9719426 40.7486164
woodstock tower|-73.9714655 40.7492342
essex house|-73.971674 40.7489645
westgate new york grand central hotel|-73.972027 40.7492076
tudor gardens|-73.9716877 40.7482957
the town school|-73.9497771 40.768318
cubesmart|-73.9650667 40.6809552
chabad jewish center|-73.967531 40.6806486
jesus the good shepard reformed episcopal church|-73.9638608 40.6796978
rr body shop|-73.9638968 40.6795632
bethel united zion church|-73.9636011 40.679533
nigerian american muslim integrated community|-73.9633826 40.6794922
ultimate auto repair  sales|-73.9665184 40.6812413
little mission church of god|-73.9637623 40.6803743
bishop thomas v daily residence|-73.9671076 40.6802433
mcdonalds|-73.9669788 40.681344
beulah church of the nazarene annex|-73.9642462 40.6788717
washington transmissions|-73.9641925 40.6779748
tri state auto repair|-73.9650646 40.6785913
baitush sharf jame masjid  islamic center|-73.9626958 40.6784904
natty garden|-73.9642506 40.6791688
bergen auto experience|-73.9609821 40.6781598
mex auto repair|-73.9624758 40.6787813
monsey tours|-73.9611308 40.6785037
the islands|-73.9634106 40.6770593
urban garden center|-73.9429717 40.7996764
city fresh market|-73.9417979 40.7990134
the parker at lexington heights|-73.9410376 40.7998424
permanent mission of the republic of guinea to the united nations|-73.9769564 40.7490896
murray hill mews|-73.9768348 40.7480729
seton hotel|-73.9762905 40.7496489
pod|-73.9765738 40.7494052
murray hill east suites|-73.976315 40.7492784
fdny engine|-73.9740041 40.7486642
the highpoint|-73.9735942 40.7484954
lexington avenue|-73.976473 40.7501651
the vanderbilt|-73.973642 40.7492659
east th street|-73.9745001 40.7487044
third avenue|-73.9754046 40.7500119
lexington tower|-73.9764251 40.7504522
marlborough house|-73.9732533 40.7489678
saint agnes church|-73.9744527 40.7519009
the capital grille|-73.9749175 40.7512743
xerox building|-73.9738712 40.7510327
bartholomew building|-73.9735329 40.7508159
lorillard building|-73.9744054 40.7502604
consulate general of poland|-73.9812172 40.7496856
the william|-73.9802536 40.75047
consulate general of mexico in new york city|-73.9798828 40.7507814
dylan hotel|-73.9791246 40.7516029
the kitano new york|-73.9800065 40.7496046
library hotel|-73.979405 40.7521252
scandinavia house|-73.9800924 40.7494881
madison towers hotel|-73.9809442 40.7499618
one vanderbilt|-73.9785418 40.7529715
park avenue|-73.9793747 40.7507489
madison avenue|-73.9806234 40.7504776
lefcourt colonial building|-73.9794354 40.7517906
park avenue|-73.9789212 40.7513435
even hotel midtown east|-73.9723577 40.7518368
new york health and racquet club|-73.9743068 40.7529714
daily commerce building|-73.9737501 40.7524214
third avenue|-73.9728142 40.7521536
east th street|-73.971832 40.7560506
cosmopolitan|-73.9723668 40.7551412
the bernic|-73.9726565 40.7544213
san carlos|-73.9715308 40.755894
hyatt|-73.9729206 40.7553137
residence inn by marriott|-73.9725838 40.7547088
the lexington|-73.9730271 40.7548901
third avenue|-73.9718052 40.7550325
doubletree by hilton hotel metropolitan|-73.9714183 40.7566617
the kimberly|-73.9713724 40.7563554
the benjamin royal sonesta new york|-73.9719958 40.7565947
public school|-73.888464 40.7487978
hsbc tower|-73.9825124 40.7520302
nat sherman townhouse|-73.9805374 40.7530569
east nd street|-73.9707432 40.7572303
the carvi hotel new york ascend hotel collection|-73.9693552 40.7590649
central parking|-73.9702172 40.7578045
lexington avenue|-73.9697443 40.7589044
third avenue|-73.9705192 40.7569084
macmillan building|-73.9699568 40.7575562
grolier building|-73.9712696 40.7571905
grand central terminal|-73.9772746 40.7526486
graybar building|-73.9758511 40.7526978
chanin building|-73.976686 40.7512113
lexington avenue|-73.9771578 40.7504795
pershing square building|-73.9775038 40.7515874
grand hyatt new york|-73.9763264 40.7520404
lexington avenue|-73.9769966 40.7507349
terence cardinal cooke   cathedral library|-73.9726358 40.7568551
public school|-73.9456713 40.7147773
public school|-73.939121 40.7088273
ps  nathan straus|-73.983787 40.719214
public school|-73.966449 40.6495034
junior high school|-73.960133 40.7119285
public school|-73.9699233 40.5775048
public school|-73.9709022 40.690755
public school|-73.9711544 40.6380845
intermediate school|-73.9045027 40.7757711
public school|-73.928887 40.770813
public school|-73.9744338 40.6081504
intermediate school|-73.9767949 40.6006637
gesher yehuda|-73.9831478 40.5984243
intermediate school|-73.9935655 40.5946507
brooklyn school for special children|-73.9939697 40.5878395
public school|-73.985565 40.6011862
saint athanasius school|-73.9796914 40.615984
our lady of grace school|-73.9684044 40.5932434
public school|-73.969651 40.5900038
public school|-73.9708333 40.5775619
public school|-73.9772522 40.6401251
